"","IdVote","RegistrationNumber","BusinessTitle","Subject","IdSession","NrValid","Yes","Result_share_yes","Result","ja_svp","ja_fdp","ja_cvp","ja_sp","ja_gruene","valid_svp","valid_fdp","valid_cvp","valid_sp","valid_gruene","ja_share_svp","ja_share_fdp","ja_share_cvp","ja_share_sp","ja_share_gruene"
"130",11184,7444,"Bundesbeschluss über das Nationalstrassennetz. Anpassung","Gesamtabstimmung",4904,156,114,0.730769230769231,"Ja",2,22,22,35,13,43,24,23,35,13,0.0465116279069767,0.916666666666667,0.956521739130435,1,1
"131",11185,7445,"Bundesbeschluss über das Nationalstrassennetz. Anpassung","Gesamtabstimmung",4904,155,155,1,"Ja",42,23,23,36,12,42,23,23,36,13,1,1,1,1,0.923076923076923
"132",11197,7457,"Bundesbeschluss über das Nationalstrassennetz. Anpassung","Gesamtabstimmung",4904,124,92,0.741935483870968,"Ja",22,21,24,19,0,43,23,25,40,14,0.511627906976744,0.91304347826087,0.96,0.475,0
"133",11218,7478,"Geschäftsbericht 2011 des Bundesgerichts","Gesamtabstimmung",4904,134,134,1,"Ja",29,20,26,35,13,29,20,26,35,13,1,1,1,1,1
"134",11221,7481,"Rechtshilfe in Strafsachen. Abkommen mit Kolumbien","Gesamtabstimmung",4904,156,104,0.666666666666667,"Ja",41,20,25,3,0,42,20,25,40,14,0.976190476190476,1,1,0.075,0
"135",11240,7500,"Verbesserung der Wirksamkeit und Koordination der internationalen Tätigkeiten der Bundesversammlung","Gesamtabstimmung",4904,136,134,0.985294117647059,"Ja",43,25,25,6,15,49,27,25,43,15,0.877551020408163,0.925925925925926,1,0.13953488372093,1
"136",11245,7505,"Internationale Zusammenarbeit 2013-2016. Weiterführung","Gesamtabstimmung",4904,172,123,0.715116279069767,"Ja",0,19,29,43,13,49,23,29,43,13,0,0.826086956521739,1,1,1
"137",11248,7508,"Internationale Zusammenarbeit 2013-2016. Weiterführung","Gesamtabstimmung",4904,174,125,0.718390804597701,"Ja",0,20,30,43,13,49,23,30,43,13,0,0.869565217391304,1,1,1
"138",11250,7510,"Internationale Zusammenarbeit 2013-2016. Weiterführung","Gesamtabstimmung",4904,177,127,0.717514124293785,"Ja",0,22,30,42,14,50,25,30,42,14,0,0.88,1,1,1
"139",11251,7511,"Geschäftsbericht des Bundesrates 2011","Gesamtabstimmung",4904,161,161,1,"Ja",42,25,26,37,12,43,25,26,37,12,0.976744186046512,1,1,1,1
"140",11283,7543,"Immobilienbotschaft VBS 2012","Gesamtabstimmung",4904,146,146,1,"Ja",48,25,28,24,2,48,25,28,40,14,1,1,1,0.6,0.142857142857143
"141",11288,7548,"WEF 2013-2015 in Davos. Einsatz der Armee im Assistenzdienst","Gesamtabstimmung",4904,163,123,0.754601226993865,"Ja",46,25,27,3,2,47,25,28,39,15,0.978723404255319,1,0.964285714285714,0.0769230769230769,0.133333333333333
"142",11291,7551,"Einsätze der Armee zur Unterstützung ziviler Behörden. Bundesbeschluss","Gesamtabstimmung",4904,169,169,1,"Ja",47,26,26,36,15,47,26,26,40,15,1,1,1,0.9,1
"143",11296,7556,"Sportanlagen von nationaler Bedeutung. Finanzhilfen (NASAK 4)","Gesamtabstimmung",4904,168,168,1,"Ja",46,27,26,38,11,46,27,26,38,11,1,1,1,1,1
"144",11322,7582,"Zusammenarbeit im Steuer- und Finanzmarktbereich. Abkommen mit Deutschland, Abkommen mit dem Vereinigten Königreich sowie internationale Quellenbesteuerung. Bundesgesetz","Gesamtabstimmung",4904,173,88,0.508670520231214,"Ja",2,26,28,0,12,53,26,28,44,13,0.0377358490566038,1,1,0,0.923076923076923
"145",11327,7587,"Teuerungsausgleich für die Einkommen und Vorsorge der Ratsmitglieder","Gesamtabstimmung",4904,174,90,0.517241379310345,"Ja",0,0,30,40,12,52,24,30,41,12,0,0,1,0.975609756097561,1
"146",11329,7589,"Umweltverträglichkeitsprüfung im grenzüberschreitenden Rahmen. Änderungen. Genehmigung","Gesamtabstimmung",4904,174,104,0.597701149425287,"Ja",0,1,28,43,13,50,24,28,43,13,0,0.0416666666666667,1,1,1
"147",11331,7591,"Via sicura. Mehr Sicherheit im Strassenverkehr","Gesamtabstimmung",4904,172,120,0.697674418604651,"Ja",0,17,29,42,13,51,21,29,42,13,0,0.80952380952381,1,1,1
"148",11402,7662,"Asylgesetz. Änderung","Gesamtabstimmung",4904,180,118,0.655555555555556,"Ja",51,23,25,0,0,51,24,31,44,14,1,0.958333333333333,0.806451612903226,0,0
"149",11415,7675,"Bundesgesetz über die Börsen und den Effektenhandel. Änderung","Gesamtabstimmung",4904,177,177,1,"Ja",47,27,27,43,12,47,27,27,43,12,1,1,1,1,1
"150",11418,7678,"Verfassungsbasis für eine umfassende Familienpolitik","Schlussabstimmung",4904,186,129,0.693548387096774,"Ja",0,18,31,43,15,52,25,31,43,15,0,0.72,1,1,1
"151",11419,7679,"Gegen die Abzockerei. Volksinitiative. OR. Änderung","Schlussabstimmung",4904,191,87,0.455497382198953,"Nein",1,0,25,45,15,55,27,31,45,15,0.0181818181818182,0,0.806451612903226,1,1
"152",11420,7680,"Vereinfachungen bei der Besteuerung von Lotteriegewinnen","Schlussabstimmung",4904,195,195,1,"Ja",55,27,31,45,15,55,27,31,45,15,1,1,1,1,1
"153",11421,7681,"Raum für Mensch und Natur (Landschaftsinitiative). Volksinitiative","Schlussabstimmung",4904,194,119,0.61340206185567,"Ja",55,27,27,0,0,55,27,31,45,15,1,1,0.870967741935484,0,0
"154",11422,7682,"Raumplanungsgesetz. Teilrevision","Schlussabstimmung",4904,185,108,0.583783783783784,"Ja",5,4,20,43,15,55,27,31,45,15,0.0909090909090909,0.148148148148148,0.645161290322581,0.955555555555556,1
"155",11423,7683,"Via sicura. Mehr Sicherheit im Strassenverkehr","Schlussabstimmung",4904,191,132,0.691099476439791,"Ja",0,20,30,45,15,55,27,31,45,15,0,0.740740740740741,0.967741935483871,1,1
"156",11424,7684,"Via sicura. Mehr Sicherheit im Strassenverkehr","Schlussabstimmung",4904,189,110,0.582010582010582,"Ja",0,4,25,45,15,55,27,31,45,15,0,0.148148148148148,0.806451612903226,1,1
"157",11425,7685,"Massnahmen gegen Zwangsheiraten. Bundesgesetz","Schlussabstimmung",4904,188,188,1,"Ja",55,27,31,45,8,55,27,31,45,15,1,1,1,1,0.533333333333333
"158",11426,7686,"6. IV-Revision. Zweites Massnahmenpaket","Schlussabstimmung",4904,189,153,0.80952380952381,"Ja",55,10,28,44,7,55,27,31,45,15,1,0.37037037037037,0.903225806451613,0.977777777777778,0.466666666666667
"159",11427,7687,"StGB, MStG und JStG. Unverjährbarkeit sexueller und pornografischer Straftaten an Kindern","Schlussabstimmung",4904,193,193,1,"Ja",55,26,31,45,14,55,27,31,45,14,1,0.962962962962963,1,1,1
"160",11428,7688,"Bundesgesetz über die Verrechnungssteuer. Änderung (Belebung des schweizerischen Kapitalmarktes)","Schlussabstimmung",4904,195,150,0.769230769230769,"Ja",55,27,31,0,15,55,27,31,45,15,1,1,1,0,1
"161",11430,7690,"Tierschutzgesetz. Änderung","Schlussabstimmung",4904,182,166,0.912087912087912,"Ja",46,20,19,45,14,52,26,29,45,14,0.884615384615385,0.769230769230769,0.655172413793103,1,1
"162",11431,7691,"Rechtshilfe in Strafsachen. Abkommen mit Kolumbien","Schlussabstimmung",4904,187,136,0.727272727272727,"Ja",53,27,31,2,1,55,27,31,45,15,0.963636363636364,1,1,0.0444444444444444,0.0666666666666667
"163",11432,7692,"Doppelbesteuerung. Abkommen mit Spanien","Schlussabstimmung",4904,159,150,0.943396226415094,"Ja",11,27,31,45,15,55,27,31,45,15,0.2,1,1,1,1
"164",11433,7693,"Doppelbesteuerung. Abkommen mit den Vereinigten Arabischen Emiraten","Schlussabstimmung",4904,126,117,0.928571428571429,"Ja",18,27,31,11,10,54,27,31,45,15,0.333333333333333,1,1,0.244444444444444,0.666666666666667
"165",11434,7694,"Doppelbesteuerung. Abkommen mit Hongkong","Schlussabstimmung",4904,190,187,0.984210526315789,"Ja",48,27,31,45,15,55,27,31,45,15,0.872727272727273,1,1,1,1
"166",11435,7695,"Doppelbesteuerung. Abkommen mit Russland","Schlussabstimmung",4904,159,149,0.937106918238994,"Ja",19,27,31,36,15,55,27,31,45,15,0.345454545454545,1,1,0.8,1
"167",11436,7696,"Teuerungsausgleich für die Einkommen und Vorsorge der Ratsmitglieder","Schlussabstimmung",4904,188,98,0.521276595744681,"Ja",0,0,30,44,14,55,27,31,45,15,0,0,0.967741935483871,0.977777777777778,0.933333333333333
"168",11437,7697,"Personenfreizügigkeit. Flankierende Massnahmen. BG. Anpassung","Schlussabstimmung",4904,190,181,0.952631578947368,"Ja",44,24,31,45,15,54,27,31,45,15,0.814814814814815,0.888888888888889,1,1,1
"169",11438,7698,"Zusammenarbeit im Steuer- und Finanzmarktbereich. Abkommen mit Deutschland, Abkommen mit dem Vereinigten Königreich sowie internationale Quellenbesteuerung. Bundesgesetz","Schlussabstimmung",4904,185,109,0.589189189189189,"Ja",2,26,30,16,14,55,27,31,45,15,0.0363636363636364,0.962962962962963,0.967741935483871,0.355555555555556,0.933333333333333
"170",11439,7699,"Zusammenarbeit im Steuer- und Finanzmarktbereich. Abkommen mit Deutschland, Abkommen mit dem Vereinigten Königreich sowie internationale Quellenbesteuerung. Bundesgesetz","Schlussabstimmung",4904,187,110,0.588235294117647,"Ja",2,26,30,18,13,55,27,31,45,15,0.0363636363636364,0.962962962962963,0.967741935483871,0.4,0.866666666666667
"171",11440,7700,"Zusammenarbeit im Steuer- und Finanzmarktbereich. Abkommen mit Deutschland, Abkommen mit dem Vereinigten Königreich sowie internationale Quellenbesteuerung. Bundesgesetz","Schlussabstimmung",4904,182,96,0.527472527472527,"Ja",2,26,31,2,14,55,27,31,45,15,0.0363636363636364,0.962962962962963,1,0.0444444444444444,0.933333333333333
"172",11441,7701,"Zusammenarbeit im Steuer- und Finanzmarktbereich. Abkommen mit Österreich","Schlussabstimmung",4904,189,143,0.756613756613757,"Ja",39,26,31,12,13,54,26,31,45,14,0.722222222222222,1,1,0.266666666666667,0.928571428571429
"173",11461,7721,"Anwaltliches Berufsgeheimnis. Anpassung von verfahrensrechtlichen Bestimmungen. Bundesgesetz","Gesamtabstimmung",4904,135,135,1,"Ja",40,18,25,24,11,40,18,25,24,11,1,1,1,1,1
"174",11506,7766,"Präzisierung des Anwendungsbereichs der Bestimmungen über die verdeckte Ermittlung","Gesamtabstimmung",4905,163,161,0.987730061349693,"Ja",43,24,25,37,12,46,24,25,37,14,0.934782608695652,1,1,1,0.857142857142857
"175",11511,7771,"Grenzüberschreitende Handhabung des Verkehrs mit Feuerwaffen. Vertrag mit dem Fürstentum Liechtenstein","Gesamtabstimmung",4905,173,173,1,"Ja",50,26,28,39,12,50,26,28,39,12,1,1,1,1,1
"176",11532,7792,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,176,176,1,"Ja",46,25,29,43,13,46,25,29,43,13,1,1,1,1,1
"177",11535,7795,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,169,169,1,"Ja",45,26,28,40,11,45,26,28,40,11,1,1,1,1,1
"178",11540,7800,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,173,173,1,"Ja",45,26,28,40,14,45,26,28,40,14,1,1,1,1,1
"179",11544,7804,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,169,169,1,"Ja",45,25,27,40,14,45,25,27,40,14,1,1,1,1,1
"180",11549,7809,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,173,173,1,"Ja",45,26,28,41,14,45,26,28,41,14,1,1,1,1,1
"181",11553,7813,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,172,172,1,"Ja",46,26,26,41,14,46,26,26,41,14,1,1,1,1,1
"182",11556,7816,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,174,174,1,"Ja",46,26,27,41,14,46,26,27,41,14,1,1,1,1,1
"183",11558,7818,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,172,172,1,"Ja",45,26,27,41,13,45,26,27,41,13,1,1,1,1,1
"184",11560,7820,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,167,167,1,"Ja",41,26,27,41,13,41,26,27,41,13,1,1,1,1,1
"185",11562,7822,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,166,166,1,"Ja",41,25,27,40,13,41,25,27,40,13,1,1,1,1,1
"186",11572,7832,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,171,171,1,"Ja",45,26,25,42,13,45,26,25,42,13,1,1,1,1,1
"187",11573,7833,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,170,170,1,"Ja",44,26,26,41,13,44,26,26,41,13,1,1,1,1,1
"188",11574,7834,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,169,169,1,"Ja",45,26,23,42,13,45,26,23,42,13,1,1,1,1,1
"189",11575,7835,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,170,170,1,"Ja",46,26,24,41,13,46,26,24,41,13,1,1,1,1,1
"190",11577,7837,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,170,170,1,"Ja",45,26,25,42,13,45,26,25,42,13,1,1,1,1,1
"191",11578,7838,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Gesamtabstimmung",4905,169,169,1,"Ja",44,26,25,42,13,44,26,25,42,13,1,1,1,1,1
"192",11607,7867,"Kollektivanlagengesetz. Änderung","Gesamtabstimmung",4905,175,113,0.645714285714286,"Ja",46,26,23,0,0,46,26,27,44,14,1,1,0.851851851851852,0,0
"193",11627,7887,"Besteuerung nach dem Aufwand. Bundesgesetz","Gesamtabstimmung",4905,170,116,0.682352941176471,"Ja",47,25,23,0,3,48,25,27,42,14,0.979166666666667,1,0.851851851851852,0,0.214285714285714
"194",11642,7902,"Pferdehaltung in der Landwirtschaftszone","Gesamtabstimmung",4905,171,149,0.871345029239766,"Ja",49,21,31,37,2,49,21,31,42,13,1,1,1,0.880952380952381,0.153846153846154
"195",11644,7904,"Europäische Landschaftskonvention. Genehmigung","Gesamtabstimmung",4905,185,100,0.540540540540541,"Ja",0,3,18,45,15,50,25,31,45,15,0,0.12,0.580645161290323,1,1
"196",11661,7921,"Strafprozessordnung. Protokollierungsvorschriften","Gesamtabstimmung",4905,157,157,1,"Ja",38,25,21,40,15,38,25,21,40,15,1,1,1,1,1
"197",11671,7931,"Bundespersonalgesetz. Änderung","Gesamtabstimmung",4905,160,126,0.7875,"Ja",2,25,24,42,15,42,25,24,42,15,0.0476190476190476,1,1,1,1
"198",11701,7961,"Weltausstellung 2015 in Mailand","Gesamtabstimmung",4905,178,178,1,"Ja",43,28,30,43,13,46,28,30,43,14,0.934782608695652,1,1,1,0.928571428571429
"199",11702,7962,"Genehmigung der Änderungen der Bankenverordnung und der Eigenmittelverordnung (too big to fail). Bundesbeschluss","Gesamtabstimmung",4905,168,128,0.761904761904762,"Ja",6,26,26,37,12,48,26,27,39,12,0.125,1,0.962962962962963,0.948717948717949,1
"200",11792,8052,"Agrarpolitik 2014-2017","Gesamtabstimmung",4905,155,126,0.812903225806452,"Ja",3,27,24,41,14,45,27,29,41,14,0.0666666666666667,1,0.827586206896552,1,1
"201",11798,8058,"Agrarpolitik 2014-2017","Gesamtabstimmung",4905,172,119,0.691860465116279,"Ja",48,25,26,0,12,48,25,28,43,14,1,1,0.928571428571429,0,0.857142857142857
"202",11833,8093,"Finanzierung der schweizerischen Eisenbahninfrastruktur (SBB und Privatbahnen) für die Jahre 2013-2016","Gesamtabstimmung",4905,170,170,1,"Ja",42,29,26,41,12,42,29,26,41,12,1,1,1,1,1
"203",11836,8096,"Finanzierung der schweizerischen Eisenbahninfrastruktur (SBB und Privatbahnen) für die Jahre 2013-2016","Gesamtabstimmung",4905,174,174,1,"Ja",45,29,26,42,12,45,29,26,42,12,1,1,1,1,1
"204",11838,8098,"Finanzierung der schweizerischen Eisenbahninfrastruktur (SBB und Privatbahnen) für die Jahre 2013-2016","Gesamtabstimmung",4905,172,172,1,"Ja",44,28,26,42,12,44,28,26,42,12,1,1,1,1,1
"205",11868,8128,"Zivilgesetzbuch. Elterliche Sorge","Gesamtabstimmung",4905,164,151,0.920731707317073,"Ja",47,23,26,24,11,48,24,29,39,13,0.979166666666667,0.958333333333333,0.896551724137931,0.615384615384615,0.846153846153846
"206",11885,8145,"Internationale Arbeitsorganisation. Übereinkommen Nr. 122","Gesamtabstimmung",4905,157,117,0.745222929936306,"Ja",0,22,26,40,14,40,22,26,40,14,0,1,1,1,1
"207",11892,8152,"Ratifikation des IAO-Übereinkommens Nr. 183 über den Mutterschutz","Gesamtabstimmung",4905,157,101,0.643312101910828,"Ja",1,5,19,45,14,39,22,29,45,14,0.0256410256410256,0.227272727272727,0.655172413793103,1,1
"208",11896,8156,"Staatsleitungsreform","Schlussabstimmung",4905,184,136,0.739130434782609,"Ja",0,29,28,44,14,48,29,31,44,15,0,1,0.903225806451613,1,0.933333333333333
"209",11897,8157,"Betäubungsmittelgesetz. Revision","Schlussabstimmung",4905,185,128,0.691891891891892,"Ja",1,26,24,44,13,48,29,31,44,15,0.0208333333333333,0.896551724137931,0.774193548387097,1,0.866666666666667
"210",11898,8158,"Verbesserung der Wirksamkeit und Koordination der internationalen Tätigkeiten der Bundesversammlung","Schlussabstimmung",4905,185,139,0.751351351351351,"Ja",1,28,31,44,14,48,29,31,44,14,0.0208333333333333,0.96551724137931,1,1,1
"211",11899,8159,"Asylgesetz. Änderung","Schlussabstimmung",4905,171,122,0.713450292397661,"Ja",48,27,28,0,0,48,28,31,44,15,1,0.964285714285714,0.903225806451613,0,0
"212",11900,8160,"Epidemiengesetz. Revision","Schlussabstimmung",4905,163,149,0.914110429447853,"Ja",40,28,30,34,7,48,29,31,44,15,0.833333333333333,0.96551724137931,0.967741935483871,0.772727272727273,0.466666666666667
"213",11901,8161,"Strafprozessordnung. Protokollierungsvorschriften","Schlussabstimmung",4905,187,187,1,"Ja",47,29,31,44,15,47,29,31,44,15,1,1,1,1,1
"214",11902,8162,"Besteuerung nach dem Aufwand. Bundesgesetz","Schlussabstimmung",4905,161,120,0.745341614906832,"Ja",46,27,28,0,0,46,27,29,42,14,1,1,0.96551724137931,0,0
"215",11903,8163,"Steueramtshilfegesetz","Schlussabstimmung",4905,184,134,0.728260869565217,"Ja",0,26,30,43,15,48,28,31,43,15,0,0.928571428571429,0.967741935483871,1,1
"216",11904,8164,"Bundesgesetz über die Börsen und den Effektenhandel. Änderung","Schlussabstimmung",4905,186,186,1,"Ja",48,29,31,43,14,48,29,31,43,14,1,1,1,1,1
"217",11905,8165,"Anwaltliches Berufsgeheimnis. Anpassung von verfahrensrechtlichen Bestimmungen. Bundesgesetz","Schlussabstimmung",4905,188,188,1,"Ja",48,29,31,44,15,48,29,31,44,15,1,1,1,1,1
"218",11906,8166,"Europäische Landschaftskonvention. Genehmigung","Schlussabstimmung",4905,186,101,0.543010752688172,"Ja",0,4,20,44,15,48,29,31,44,15,0,0.137931034482759,0.645161290322581,1,1
"219",11907,8167,"Umweltverträglichkeitsprüfung im grenzüberschreitenden Rahmen. Änderungen. Genehmigung","Schlussabstimmung",4905,182,101,0.554945054945055,"Ja",2,1,23,44,15,48,29,31,44,15,0.0416666666666667,0.0344827586206897,0.741935483870968,1,1
"220",11908,8168,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Schlussabstimmung",4905,187,187,1,"Ja",48,29,31,43,15,48,29,31,43,15,1,1,1,1,1
"221",11909,8169,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Schlussabstimmung",4905,188,188,1,"Ja",48,29,31,44,15,48,29,31,44,15,1,1,1,1,1
"222",11910,8170,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Schlussabstimmung",4905,185,157,0.848648648648649,"Ja",18,28,31,44,15,48,29,31,44,15,0.375,0.96551724137931,1,1,1
"223",11911,8171,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Schlussabstimmung",4905,186,173,0.93010752688172,"Ja",34,29,30,44,15,47,29,30,44,15,0.723404255319149,1,1,1,1
"224",11912,8172,"Förderung von Bildung, Forschung und Innovation in den Jahren 2013-2016","Schlussabstimmung",4905,187,187,1,"Ja",47,29,31,44,15,48,29,31,44,15,0.979166666666667,1,1,1,1
"225",11913,8173,"Kollektivanlagengesetz. Änderung","Schlussabstimmung",4905,179,128,0.715083798882682,"Ja",8,29,31,38,1,48,29,31,44,15,0.166666666666667,1,1,0.863636363636364,0.0666666666666667
"226",11914,8174,"Internationale Arbeitsorganisation. Übereinkommen Nr. 122","Schlussabstimmung",4905,183,127,0.693989071038251,"Ja",0,24,25,44,15,47,29,31,44,15,0,0.827586206896552,0.806451612903226,1,1
"227",11945,8205,"Direkte Bundessteuer. Finanzielle Oberaufsicht","Gesamtabstimmung",4906,155,155,1,"Ja",40,26,22,38,13,41,26,22,38,13,0.975609756097561,1,1,1,1
"228",11947,8207,"Immobilienbotschaft EFD 2012","Gesamtabstimmung",4906,168,168,1,"Ja",43,26,30,36,14,43,26,30,36,14,1,1,1,1,1
"229",11979,8239,"Voranschlag 2013","Gesamtabstimmung",4906,177,157,0.887005649717514,"Ja",25,28,31,43,14,45,28,31,43,14,0.555555555555556,1,1,1,1
"230",11982,8242,"Voranschlag 2013","Gesamtabstimmung",4906,174,161,0.925287356321839,"Ja",32,28,31,41,14,45,29,31,41,14,0.711111111111111,0.96551724137931,1,1,1
"231",11983,8243,"Voranschlag 2013","Gesamtabstimmung",4906,176,163,0.926136363636364,"Ja",31,29,30,43,14,44,29,30,43,14,0.704545454545455,1,1,1,1
"232",11984,8244,"Voranschlag 2013","Gesamtabstimmung",4906,176,175,0.994318181818182,"Ja",42,29,31,43,14,44,29,31,43,14,0.954545454545455,1,1,1,1
"233",11985,8245,"Voranschlag 2013","Gesamtabstimmung",4906,177,177,1,"Ja",44,29,31,43,14,44,29,31,43,14,1,1,1,1,1
"234",11987,8247,"Voranschlag 2012. Nachtrag II","Gesamtabstimmung",4906,177,167,0.943502824858757,"Ja",34,29,30,43,14,44,29,30,43,14,0.772727272727273,1,1,1,1
"235",12001,8261,"Internationale Währungshilfe. Verlängerung und Aufstockung des Rahmenkredits","Gesamtabstimmung",4906,167,109,0.652694610778443,"Ja",0,26,29,32,4,47,27,31,43,14,0,0.962962962962963,0.935483870967742,0.744186046511628,0.285714285714286
"236",12009,8269,"Einsatz von Angehörigen der Armee zum Schutz der Schweizer Vertretung in Tripolis. Verlängerung","Gesamtabstimmung",4906,162,113,0.697530864197531,"Ja",0,25,26,41,4,48,25,26,41,10,0,1,1,1,0.4
"237",12010,8270,"Meeresumweltschutz. Ratifizierung von Übereinkommen und Bundesgesetz über die Seeschifffahrt. Änderung","Gesamtabstimmung",4906,163,163,1,"Ja",42,25,28,40,10,42,25,28,40,10,1,1,1,1,1
"238",12011,8271,"Meeresumweltschutz. Ratifizierung von Übereinkommen und Bundesgesetz über die Seeschifffahrt. Änderung","Gesamtabstimmung",4906,174,174,1,"Ja",44,27,28,44,12,44,27,28,44,12,1,1,1,1,1
"239",12026,8286,"Abschaffung der Rückerstattungspflicht des Heimatkantons","Gesamtabstimmung",4906,160,151,0.94375,"Ja",35,23,29,37,10,46,23,29,39,10,0.760869565217391,1,1,0.948717948717949,1
"240",12043,8303,"Personenfreizügigkeit. Flankierende Massnahmen. BG. Anpassung","Gesamtabstimmung",4906,189,115,0.608465608465608,"Ja",3,7,23,46,14,52,28,29,46,14,0.0576923076923077,0.25,0.793103448275862,1,1
"241",12044,8304,"Personenfreizügigkeitsabkommen. Änderung des Anhangs III","Gesamtabstimmung",4906,175,160,0.914285714285714,"Ja",31,24,24,45,14,46,24,24,45,14,0.673913043478261,1,1,1,1
"242",12050,8310,"Direkte Steuern bei den natürlichen Personen. Zeitliche Bemessung","Gesamtabstimmung",4906,158,151,0.955696202531646,"Ja",29,26,26,39,13,36,26,26,39,13,0.805555555555556,1,1,1,1
"243",12066,8326,"Verbesserungen der Organisation und der Verfahren des Parlamentes","Gesamtabstimmung",4906,167,157,0.940119760479042,"Ja",40,24,26,43,14,42,25,28,43,14,0.952380952380952,0.96,0.928571428571429,1,1
"244",12070,8330,"Verbesserungen der Organisation und der Verfahren des Parlamentes","Gesamtabstimmung",4906,174,137,0.78735632183908,"Ja",36,6,27,44,14,43,25,29,44,14,0.837209302325581,0.24,0.931034482758621,1,1
"245",12089,8349,"Epidemiengesetz. Verlängerung des dringlichen Bundesgesetzes","Gesamtabstimmung",4906,161,131,0.813664596273292,"Ja",14,27,27,31,13,44,27,27,31,13,0.318181818181818,1,1,1,1
"246",12110,8370,"6. IV-Revision. Zweites Massnahmenpaket","Gesamtabstimmung",4906,173,93,0.53757225433526,"Ja",0,0,21,43,11,53,22,27,44,11,0,0,0.777777777777778,0.977272727272727,1
"247",12152,8412,"Ratifikation des IAO-Übereinkommens Nr. 183 über den Mutterschutz","Schlussabstimmung",4906,187,123,0.657754010695187,"Ja",1,18,24,44,14,55,29,30,44,14,0.0181818181818182,0.620689655172414,0.8,1,1
"248",12153,8413,"Präzisierung des Anwendungsbereichs der Bestimmungen über die verdeckte Ermittlung","Schlussabstimmung",4906,191,191,1,"Ja",54,29,31,44,11,55,29,31,44,14,0.981818181818182,1,1,1,0.785714285714286
"249",12154,8414,"Abschaffung der Rückerstattungspflicht des Heimatkantons","Schlussabstimmung",4906,190,168,0.884210526315789,"Ja",34,28,30,42,13,55,29,31,43,14,0.618181818181818,0.96551724137931,0.967741935483871,0.976744186046512,0.928571428571429
"250",12155,8415,"Liberalisierung der Öffnungszeiten von Tankstellenshops","Schlussabstimmung",4906,187,128,0.684491978609626,"Ja",54,29,26,0,0,54,29,31,42,14,1,1,0.838709677419355,0,0
"251",12156,8416,"Asylgesetz. Änderung","Schlussabstimmung",4906,145,90,0.620689655172414,"Ja",11,29,30,0,0,55,29,31,43,14,0.2,1,0.967741935483871,0,0
"252",12157,8417,"Bundespersonalgesetz. Änderung","Schlussabstimmung",4906,189,177,0.936507936507937,"Ja",43,29,31,42,13,54,29,31,42,13,0.796296296296296,1,1,1,1
"253",12158,8418,"Forschungs- und Innovationsförderungsgesetz. Totalrevision","Schlussabstimmung",4906,187,162,0.866310160427808,"Ja",23,29,31,43,14,55,29,31,43,14,0.418181818181818,1,1,1,1
"254",12159,8419,"Personenfreizügigkeit. Flankierende Massnahmen. BG. Anpassung","Schlussabstimmung",4906,185,106,0.572972972972973,"Ja",3,4,20,44,14,55,26,31,44,14,0.0545454545454545,0.153846153846154,0.645161290322581,1,1
"255",12160,8420,"Personenfreizügigkeitsabkommen. Änderung des Anhangs III","Schlussabstimmung",4906,194,189,0.974226804123711,"Ja",50,28,31,44,14,55,28,31,44,14,0.909090909090909,1,1,1,1
"256",12161,8421,"Direkte Bundessteuer. Finanzielle Oberaufsicht","Schlussabstimmung",4906,193,188,0.974093264248705,"Ja",49,28,31,44,14,55,28,31,44,14,0.890909090909091,1,1,1,1
"257",12162,8422,"Volkswahl des Bundesrates. Volksinitiative","Schlussabstimmung",4906,186,137,0.736559139784946,"Ja",0,29,31,43,12,55,29,31,44,14,0,1,1,0.977272727272727,0.857142857142857
